,amazon_product_url,author,description,publisher,title,oid,bestsellers_date.numberLong,published_date.numberLong,rank.numberInt,rank_last_week.numberInt,weeks_on_list.numberInt,price.numberDouble
1358,http://www.amazon.com/Whiplash-FBI-Thriller-Catherine-Coulter/dp/0515149357?tag=NYTBS-20,Catherine Coulter,"Descr: 

The F.B.I. agents Dillon Savich and Lacey Sherlock help investigate misdeeds at a pharmaceutical company.     ",Putnam,WHIPLASH,5b4aa4ead3089013507dba16,2010-06-27 00:00:00,1278806400000,8,5,2,26.95
1359,http://www.amazon.com/Dead-Family-Sookie-Stackhouse-Novel/dp/0441020151?tag=NYTBS-20,Charlaine Harris,Descr: Sookie Stackhouse is exhausted in the aftermath of a Fae war.     ,Ace,DEAD IN THE FAMILY,5b4aa4ead3089013507dba18,2010-06-27 00:00:00,1278806400000,10,13,8,25.95
1363,http://www.amazon.com/Sizzling-Sixteen-Stephanie-Plum-Novels/dp/0312383312?tag=NYTBS-20,Janet Evanovich,Descr: The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.     ,St.Martin’s,SIZZLING SIXTEEN,5b4aa4ead3089013507dba24,2010-07-04 00:00:00,1279411200000,2,1,2,27.99
1364,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,Stieg Larsson,Descr: The third volume of a trilogy about a Swedish hacker and a journalist.     ,Knopf,THE GIRL WHO KICKED THE HORNET’S NEST,5b4aa4ead3089013507dba25,2010-07-04 00:00:00,1279411200000,3,2,6,27.95
1365,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,Kathryn Stockett,Descr: A young white woman and two black maids in 1960s ­Mississippi.     ,Amy Einhorn/Putnam,THE HELP,5b4aa4ead3089013507dba27,2010-07-04 00:00:00,1279411200000,5,6,66,24.95
1366,http://www.amazon.com/Foreign-Influence-Thriller-Brad-Thor/dp/1416586601?tag=NYTBS-20,Brad Thor,Descr: The covert operative Scott Harvath joins a new spy agency and investigates a bombing in Rome that killed American students.     ,Atria,FOREIGN INFLUENCE,5b4aa4ead3089013507dba28,2010-07-04 00:00:00,1279411200000,6,0,1,26.99
1367,http://www.amazon.com/The-Lion-Nelson-DeMille/dp/0446699608?tag=NYTBS-20,Nelson DeMille,"Descr: John Corey, now a federal agent, pursues a Libyan terrorist.     ",Grand Central,THE LION,5b4aa4ead3089013507dba2a,2010-07-04 00:00:00,1279411200000,8,5,4,27.99
1368,http://www.amazon.com/Whiplash-FBI-Thriller-Catherine-Coulter/dp/0515149357?tag=NYTBS-20,Catherine Coulter,"Descr: 

The F.B.I. agents Dillon Savich and Lacey Sherlock help investigate misdeeds at a pharmaceutical company.     ",Putnam,WHIPLASH,5b4aa4ead3089013507dba2e,2010-07-04 00:00:00,1279411200000,12,8,3,26.95
1369,http://www.amazon.com/Dead-Family-Sookie-Stackhouse-Novel/dp/0441020151?tag=NYTBS-20,Charlaine Harris,Descr: Sookie Stackhouse is exhausted in the aftermath of a Fae war.     ,Ace,DEAD IN THE FAMILY,5b4aa4ead3089013507dba2f,2010-07-04 00:00:00,1279411200000,13,10,9,25.95
1370,http://www.amazon.com/The-Particular-Sadness-Lemon-Cake/dp/0385720963?tag=NYTBS-20,Aimee Bender,Descr: A girl has insights into other people’s secret emotions.     ,Doubleday,THE PARTICULAR SADNESS OF LEMON CAKE,5b4aa4ead3089013507dba31,2010-07-04 00:00:00,1279411200000,15,0,1,25.95
1371,http://www.amazon.com/Heart-Matter-Emily-Giffin/dp/0312554176?tag=NYTBS-20,Emily Giffin,Descr: The lives of two women converge after an accident.     ,St. Martin’s,HEART OF THE MATTER,5b4aa4ead3089013507dba32,2010-07-04 00:00:00,1279411200000,No Rank,0,6,26.99
1372,http://www.amazon.com/The-Search-Nora-Roberts/dp/0515149489?tag=NYTBS-20,Nora Roberts,"Descr: The only survivor of a serial killer has found peace in the Pacific Northwest, but her life is shaken by the appearance of a new man and a copycat murderer.     ",Putnam,THE SEARCH,5b4aa4ead3089013507dba37,2010-07-11 00:00:00,1280016000000,1,0,1,26.95
1373,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,Stieg Larsson,Descr: The third volume of a trilogy about a Swedish hacker and a journalist.     ,Knopf,THE GIRL WHO KICKED THE HORNET’S NEST,5b4aa4ead3089013507dba38,2010-07-11 00:00:00,1280016000000,2,3,7,27.95
1375,http://www.amazon.com/Sizzling-Sixteen-Stephanie-Plum-Novels/dp/0312383312?tag=NYTBS-20,Janet Evanovich,Descr: The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.     ,St. Martin’s,SIZZLING SIXTEEN,5b4aa4ead3089013507dba3a,2010-07-11 00:00:00,1280016000000,4,2,3,27.99
1376,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,Kathryn Stockett,Descr: A young white woman and two black maids in 1960s ­Mississippi.     ,Amy Einhorn/Putnam,THE HELP,5b4aa4ead3089013507dba3b,2010-07-11 00:00:00,1280016000000,5,5,67,24.95
1377,http://www.amazon.com/Foreign-Influence-Thriller-Brad-Thor/dp/1416586601?tag=NYTBS-20,Brad Thor,Descr: The covert operative Scott Harvath joins a new spy agency and investigates a bombing in Rome that killed American students.     ,Atria,FOREIGN INFLUENCE,5b4aa4ead3089013507dba3e,2010-07-11 00:00:00,1280016000000,8,6,2,26.99
1378,http://www.amazon.com/The-Lion-Nelson-DeMille/dp/0446699608?tag=NYTBS-20,Nelson DeMille,"Descr: John Corey, now a federal agent, pursues a Libyan terrorist.     ",Grand Central,THE LION,5b4aa4ead3089013507dba3f,2010-07-11 00:00:00,1280016000000,No Rank,8,5,27.99
1379,http://www.amazon.com/The-Island-Novel-Elin-Hilderbrand/dp/0316043885?tag=NYTBS-20,Elin Hilderbrand,"Descr: A woman, her daughters and her sister take refuge from life’s complications on a tiny island near Nantucket, but their time there is far from quiet.     ","Reagan Arthur/Little, Brown",THE ISLAND,5b4aa4ead3089013507dba40,2010-07-11 00:00:00,1280016000000,10,0,1,25.99
1380,http://www.amazon.com/Dead-Family-Sookie-Stackhouse-Novel/dp/0441020151?tag=NYTBS-20,Charlaine Harris,Descr: Sookie Stackhouse is exhausted in the aftermath of a Fae war.     ,Ace,DEAD IN THE FAMILY,5b4aa4ead3089013507dba44,2010-07-11 00:00:00,1280016000000,14,13,10,25.95
1381,http://www.amazon.com/Undead-Unfinished-Queen-Betsy-Book/dp/0425234355?tag=NYTBS-20,MaryJanice Davidson,"Descr: Betsy Taylor, a suburban vampire queen, makes a deal with the Devil that involves traveling to hell with her kid sister.     ",Berkley Sensation,UNDEAD AND UNFINISHED,5b4aa4ead3089013507dba45,2010-07-11 00:00:00,1280016000000,No Rank,0,1,24.95
1382,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,Stieg Larsson,Descr: The third volume of a trilogy about a Swedish hacker and a journalist.     ,Knopf,THE GIRL WHO KICKED THE HORNET’S NEST,5b4aa4ead3089013507dba4b,2010-07-18 00:00:00,1280620800000,1,2,8,27.95
1383,http://www.amazon.com/Fly-Away-Home-A-Novel/dp/0743294289?tag=NYTBS-20,Jennifer Weiner,"Descr: 
A senator’s extramarital affair affects his wife and daughters.     ",Atria,FLY AWAY HOME,5b4aa4ead3089013507dba4c,2010-07-18 00:00:00,1280620800000,2,0,1,26.99
1384,http://www.amazon.com/The-Search-Nora-Roberts/dp/0515149489?tag=NYTBS-20,Nora Roberts,"Descr: The only survivor of a serial killer has found peace in the Pacific Northwest, but her life is shaken by the appearance of a new man and a copycat murderer.     ",Putnam,THE SEARCH,5b4aa4ead3089013507dba4d,2010-07-18 00:00:00,1280620800000,No Rank,1,2,26.95
1385,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,Kathryn Stockett,Descr: A young white woman and two black maids in 1960s ­Mississippi.     ,Amy Einhorn/Putnam,THE HELP,5b4aa4ead3089013507dba4e,2010-07-18 00:00:00,1280620800000,4,5,68,24.95
1388,http://www.amazon.com/Sizzling-Sixteen-Stephanie-Plum-Novels/dp/0312383312?tag=NYTBS-20,Janet Evanovich,Descr: The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.     ,St. Martin’s,SIZZLING SIXTEEN,5b4aa4ead3089013507dba51,2010-07-18 00:00:00,1280620800000,7,4,4,27.99
1389,http://www.amazon.com/Faithful-Place-Tana-French/dp/0143119494?tag=NYTBS-20,Tana French,"Descr: Twenty-two years after a Dublin woman stood up her intended groom, her abandoned suitcase is discovered.     ",Viking,FAITHFUL PLACE,5b4aa4ead3089013507dba52,2010-07-18 00:00:00,1280620800000,8,0,1,25.95
1390,http://www.amazon.com/The-Lion-Nelson-DeMille/dp/0446699608?tag=NYTBS-20,Nelson DeMille,"Descr: John Corey, now a federal agent, pursues a Libyan terrorist.     ",Grand Central,THE LION,5b4aa4ead3089013507dba56,2010-07-18 00:00:00,1280620800000,12,9,6,27.99
1391,http://www.amazon.com/Foreign-Influence-Thriller-Brad-Thor/dp/1416586601?tag=NYTBS-20,Brad Thor,Descr: The covert operative Scott Harvath joins a new spy agency and investigates a bombing in Rome that killed American students.     ,Atria,FOREIGN INFLUENCE,5b4aa4ead3089013507dba57,2010-07-18 00:00:00,1280620800000,No Rank,8,3,26.99
1392,http://www.amazon.com/The-Island-Novel-Elin-Hilderbrand/dp/0316043885?tag=NYTBS-20,Elin Hilderbrand,"Descr: A woman, her daughters and her sister take refuge from life’s complications on a tiny island near Nantucket, but their time there is far from quiet.     ","Reagan Arthur/Little, Brown",THE ISLAND,5b4aa4ead3089013507dba59,2010-07-18 00:00:00,1280620800000,15,10,2,25.99
1393,http://www.amazon.com/The-Rembrandt-Affair-Gabriel-Allon/dp/0451233999?tag=NYTBS-20,Daniel Silva,Descr: The art restorer and assassin Gabriel Allon discovers that there are deadly secrets behind a stolen painting.     ,Putnam,THE REMBRANDT AFFAIR,5b4aa4ead3089013507dba5f,2010-07-25 00:00:00,1281225600000,No Rank,0,1,26.95
1394,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,Stieg Larsson,Descr: The third volume of a trilogy about a Swedish hacker and a journalist.     ,Knopf,THE GIRL WHO KICKED THE HORNET’S NEST,5b4aa4ead3089013507dba60,2010-07-25 00:00:00,1281225600000,2,1,9,27.95
1395,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,Kathryn Stockett,Descr: A young white woman and two black maids in 1960s ­Mississippi.     ,Amy Einhorn/Putnam,THE HELP,5b4aa4ead3089013507dba61,2010-07-25 00:00:00,1281225600000,3,4,69,24.95
1396,http://www.amazon.com/Fly-Away-Home-A-Novel/dp/0743294289?tag=NYTBS-20,Jennifer Weiner,"Descr: 

A senator’s extramarital affair affects his wife and daughters.     ",Atria,FLY AWAY HOME,5b4aa4ead3089013507dba62,2010-07-25 00:00:00,1281225600000,No Rank,2,2,26.99
1398,http://www.amazon.com/The-Search-Nora-Roberts/dp/0515149489?tag=NYTBS-20,Nora Roberts,"Descr: The only survivor of a serial killer has found peace, but her life is shaken by a new man and a copycat murderer.     ",Putnam,THE SEARCH,5b4aa4ead3089013507dba64,2010-07-25 00:00:00,1281225600000,6,3,3,26.95
1399,http://www.amazon.com/Sizzling-Sixteen-Stephanie-Plum-Novels/dp/0312383312?tag=NYTBS-20,Janet Evanovich,Descr: The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.     ,St. Martin’s,SIZZLING SIXTEEN,5b4aa4ead3089013507dba65,2010-07-25 00:00:00,1281225600000,7,7,5,27.99
1401,http://www.amazon.com/The-Lion-Nelson-DeMille/dp/0446699608?tag=NYTBS-20,Nelson DeMille,"Descr: John Corey, now a federal agent, pursues a Libyan terrorist.     ",Grand Central,THE LION,5b4aa4ead3089013507dba68,2010-07-25 00:00:00,1281225600000,10,12,7,27.99
1402,http://www.amazon.com/Foreign-Influence-Thriller-Brad-Thor/dp/1416586601?tag=NYTBS-20,Brad Thor,Descr: The covert operative Scott Harvath joins a new spy agency and investigates a bombing in Rome that killed American students.     ,Atria,FOREIGN INFLUENCE,5b4aa4ead3089013507dba6b,2010-07-25 00:00:00,1281225600000,13,13,4,26.99
1403,http://www.amazon.com/Faithful-Place-Tana-French/dp/0143119494?tag=NYTBS-20,Tana French,"Descr: Twenty-two years after a Dublin woman stood up her intended groom, her abandoned suitcase is discovered.     ",Viking,FAITHFUL PLACE,5b4aa4ead3089013507dba6c,2010-07-25 00:00:00,1281225600000,14,8,2,25.95
1404,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,Stieg Larsson,Descr: The third volume of a trilogy about a Swedish hacker and a journalist.     ,Knopf,THE GIRL WHO KICKED THE HORNET’S NEST,5b4aa4ead3089013507dba73,2010-08-01 00:00:00,1281830400000,1,2,10,27.95
1405,http://www.amazon.com/Star-Island-Carl-Hiaasen/dp/0446556122?tag=NYTBS-20,Carl Hiaasen,Descr: A paparazzo attempting to kidnap a drug-addled pop star grabs her stunt double by mistake.     ,Knopf,STAR ISLAND,5b4aa4ead3089013507dba74,2010-08-01 00:00:00,1281830400000,2,0,1,26.95
1406,http://www.amazon.com/The-Rembrandt-Affair-Gabriel-Allon/dp/0451233999?tag=NYTBS-20,Daniel Silva,Descr: The art restorer and assassin Gabriel Allon discovers that there are deadly secrets behind a stolen painting.     ,Putnam,THE REMBRANDT AFFAIR,5b4aa4ead3089013507dba75,2010-08-01 00:00:00,1281830400000,No Rank,1,2,26.95
1407,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,Kathryn Stockett,Descr: A young white woman and two black maids in 1960s ­Mississippi.     ,Amy Einhorn/Putnam,THE HELP,5b4aa4ead3089013507dba76,2010-08-01 00:00:00,1281830400000,4,3,70,24.95
1408,http://www.amazon.com/Fly-Away-Home-A-Novel/dp/0743294289?tag=NYTBS-20,Jennifer Weiner,Descr: A senator’s extramarital affair affects his wife and daughters.     ,Atria,FLY AWAY HOME,5b4aa4ead3089013507dba77,2010-08-01 00:00:00,1281830400000,No Rank,4,3,26.99
1410,http://www.amazon.com/The-Search-Nora-Roberts/dp/0515149489?tag=NYTBS-20,Nora Roberts,"Descr: The only survivor of a serial killer has found peace, but her life is shaken by a new man and a copycat murderer.     ",Putnam,THE SEARCH,5b4aa4ead3089013507dba79,2010-08-01 00:00:00,1281830400000,7,6,4,26.95
1411,http://www.amazon.com/Sizzling-Sixteen-Stephanie-Plum-Novels/dp/0312383312?tag=NYTBS-20,Janet Evanovich,Descr: The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.     ,St. Martin’s,SIZZLING SIXTEEN,5b4aa4ead3089013507dba7a,2010-08-01 00:00:00,1281830400000,8,7,6,27.99
1414,http://www.amazon.com/The-Lion-Nelson-DeMille/dp/0446699608?tag=NYTBS-20,Nelson DeMille,"Descr: John Corey, now a federal agent, pursues a Libyan terrorist.     ",Grand Central,THE LION,5b4aa4ead3089013507dba81,2010-08-01 00:00:00,1281830400000,15,10,8,27.99
1415,http://www.amazon.com/Waking-Witch-Otherworld-Kelley-Armstrong/dp/0525951784?tag=NYTBS-20,Kelley Armstrong,Descr: Book 11 of the Women of the Otherworld series.     ,Dutton,WAKING THE WITCH,5b4aa4ead3089013507dba82,2010-08-01 00:00:00,1281830400000,16,0,1,25.95
1416,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,Stieg Larsson,Descr: The third volume of a trilogy about a Swedish hacker and a journalist.     ,Knopf,THE GIRL WHO KICKED THE HORNET’S NEST,5b4aa4ead3089013507dba87,2010-08-08 00:00:00,1282435200000,1,1,11,27.95
1417,http://www.amazon.com/The-Red-Queen-Novel-Cousins-ebook/dp/B003LL3KQQ?tag=NYTBS-20,Philippa Gregory,"Descr: More intrigue during the War of the Roses, centered on Margaret Beaufort, the mother of Henry VII; by the author of “The Other Boleyn Girl.”     ",Touchstone/Simon & Schuster,THE RED QUEEN,5b4aa4ead3089013507dba88,2010-08-08 00:00:00,1282435200000,2,0,1,25.99
1418,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,Kathryn Stockett,Descr: A young white woman and two black maids in 1960s ­Mississippi.     ,Amy Einhorn/Putnam,THE HELP,5b4aa4ead3089013507dba89,2010-08-08 00:00:00,1282435200000,3,4,71,24.95
1419,http://www.amazon.com/Star-Island-Carl-Hiaasen/dp/0446556122?tag=NYTBS-20,Carl Hiaasen,Descr: A paparazzo attempting to kidnap a drug-addled pop star grabs her stunt double by mistake.     ,Knopf,STAR ISLAND,5b4aa4ead3089013507dba8a,2010-08-08 00:00:00,1282435200000,4,2,2,26.95
1420,http://www.amazon.com/The-Rembrandt-Affair-Gabriel-Allon/dp/0451233999?tag=NYTBS-20,Daniel Silva,Descr: The art restorer and assassin Gabriel Allon discovers that there are deadly secrets behind a stolen painting.     ,Putnam,THE REMBRANDT AFFAIR,5b4aa4ead3089013507dba8b,2010-08-08 00:00:00,1282435200000,5,3,3,26.95
1421,http://www.amazon.com/Fly-Away-Home-A-Novel/dp/0743294289?tag=NYTBS-20,Jennifer Weiner,Descr: A senator’s extramarital affair affects his wife and daughters.     ,Atria,FLY AWAY HOME,5b4aa4ead3089013507dba8c,2010-08-08 00:00:00,1282435200000,6,5,4,26.99
1424,http://www.amazon.com/The-Search-Nora-Roberts/dp/0515149489?tag=NYTBS-20,Nora Roberts,"Descr: The only survivor of a serial killer has found peace, but her life is shaken by a new man and a copycat murderer.     ",Putnam,THE SEARCH,5b4aa4ead3089013507dba8f,2010-08-08 00:00:00,1282435200000,9,7,5,26.95
1425,http://www.amazon.com/Sizzling-Sixteen-Stephanie-Plum-Novels/dp/0312383312?tag=NYTBS-20,Janet Evanovich,Descr: The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.     ,St. Martin’s,SIZZLING SIXTEEN,5b4aa4ead3089013507dba90,2010-08-08 00:00:00,1282435200000,10,8,7,27.99
1426,http://www.amazon.com/Hangman-Decker-Lazarus-Novel-Novels/dp/0061702617?tag=NYTBS-20,Faye Kellerman,Descr: Decker and Lazarus investigate the disappearance of a professional killer’s wife and a nurse’s gruesome murder.     ,Morrow/HarperCollins,HANGMAN,5b4aa4ead3089013507dba91,2010-08-08 00:00:00,1282435200000,11,0,1,25.99
1427,http://www.amazon.com/Burn-Anna-Pigeon-Novel-Mysteries/dp/031261456X?tag=NYTBS-20,Nevada Barr,"Descr: Anna Pigeon, on leave from the National Park Service, moves to New Orleans.     ",Minotaur,BURN,5b4aa4ead3089013507dba92,2010-08-08 00:00:00,1282435200000,12,0,1,25.99
1429,http://www.amazon.com/Scarlet-Nights-Edilean-Novel-Novels/dp/1439107998?tag=NYTBS-20,Jude Deveraux,"Descr: In Edilean, Va., a woman’s engagement falls apart when she discovers that her fiancé’s mother is a notorious criminal.     ",Atria,SCARLET NIGHTS,5b4aa4ead3089013507dba95,2010-08-08 00:00:00,1282435200000,15,0,1,25.99
1430,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,Stieg Larsson,Descr: The third volume of a trilogy about a Swedish hacker and a journalist.     ,Knopf,THE GIRL WHO KICKED THE HORNET’S NEST,5b4aa4ead3089013507dba9b,2010-08-15 00:00:00,1283040000000,1,1,12,27.95
1431,http://www.amazon.com/Tough-Customer-Novel-Sandra-Brown/dp/1416563113?tag=NYTBS-20,Sandra Brown,Descr: A private investigator pursues a deranged killer who is stalking the daughter he never knew.     ,Simon & Schuster,TOUGH CUSTOMER,5b4aa4ead3089013507dba9c,2010-08-15 00:00:00,1283040000000,2,0,1,26.99
1432,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,Kathryn Stockett,Descr: A young white woman and two black maids in 1960s ­Mississippi.     ,Amy Einhorn/Putnam,THE HELP,5b4aa4ead3089013507dba9d,2010-08-15 00:00:00,1283040000000,3,3,72,24.95
1433,http://www.amazon.com/Star-Island-Carl-Hiaasen/dp/0446556122?tag=NYTBS-20,Carl Hiaasen,Descr: A paparazzo attempting to kidnap a drug-addled pop star grabs her stunt double by mistake.     ,Knopf,STAR ISLAND,5b4aa4ead3089013507dba9e,2010-08-15 00:00:00,1283040000000,4,4,3,26.95
1435,http://www.amazon.com/The-Red-Queen-Novel-Cousins-ebook/dp/B003LL3KQQ?tag=NYTBS-20,Philippa Gregory,Descr: More intrigue during the War of the Roses; by the author of “The Other Boleyn Girl.”     ,Touchstone/Simon & Schuster,THE RED QUEEN,5b4aa4ead3089013507dbaa1,2010-08-15 00:00:00,1283040000000,7,2,2,25.99
1436,http://www.amazon.com/The-Rembrandt-Affair-Gabriel-Allon/dp/0451233999?tag=NYTBS-20,Daniel Silva,Descr: The art restorer and assassin Gabriel Allon discovers that there are deadly secrets behind a stolen painting.     ,Putnam,THE REMBRANDT AFFAIR,5b4aa4ead3089013507dbaa2,2010-08-15 00:00:00,1283040000000,8,5,4,26.95
